,rst_name,user_name,review_text,u_rst_tag,ate_menus,date,platform
36,미분당,베로니카,줄서서 기다린만큼 맛있어요.쌀국수집은 많지만 이 집은 특히 맛있네요,,,2016년 10월 9일,1
37,미분당,전창희,미분당 쌀국수로는 진짜 맛집,,,2016년 9월 19일,1
38,미분당,호자이,,,,2017년 8월 19일,1
39,미분당,Rick Jang,,,,2016년 8월 17일,1
0,원조숯불소금구이,Jeff,”소주 한잔 기울이기 좋은 고깃집의 정석“  기대 안하고 방문했는데 맘에 들었습니다. 그동안 왜 몰랐을까 ? 분위기는 좀 된 대포집이지만 아담하고 깔끔했어요. 일단 고기가 맛있어요. 가게 특유의 분위기가 있어서 추운날 소주 한잔 하기 좋네요.  한우채끝: 숯불에 구운 고기 퀄이 아주 좋습니다. 1++. 쫀득하고 고소. 가격대가 있지만 꼭 맛보세요.  돼지치맛살: 이 집의 시그니처라고 합니다. 항정살 느낌이 좀 납니다.  써빙도 잘해주시고. 술집 분위기가 좋았어요. 저희가 마지막 한자리 있어서 앉았네요. 위치가 애매해서 아는 사람만 가는 듯.,저녁식사 술모임 깔끔한 이국적/이색적 지역주민이찾는 주차불가,돼지치맛살 150g 한우 등심채끝 180g 소주 맥주,1월 13일,1
1,원조숯불소금구이,하이,돼지 치맛살이라는 특수부위를 먹을 수 있는 식당. 담백하면서도 고소한 맛에 서걱거리는 식감이 좋음. 입가심밥은 추어탕과 매운탕 그 어디쯤에 있는 맛. 사장님의 친절이 이 식당을 다시 가고 싶게 만든다.,저녁식사 술모임 숨은맛집 서민적인 시끌벅적한,돼지 치맛살 입가심밤,2022년 7월 12일,1
2,원조숯불소금구이,Tom Lee,처음 맛보는 돼지 치맛살 씹었을때 꼬들꼬들한 식감이 좋다. 소스에 산도가 있어서 느끼한 맛을 잡아준다. 주인분도 친절하시고 입가심밥도 Good!,술모임 숨은맛집 서민적인 조용한,돼지 치맛살,2019년 6월 29일,1
3,원조숯불소금구이,picky picky,돼지고기에 이런 부위가 있었나? 목살과 껍데기의 중간쯤 해당하는 맛인데 술안주로 제격이다!,저녁식사 술모임 숨은맛집 서민적인 푸짐한 시끌벅적한,치맛살,2021년 5월 10일,1
0,초라멘,그냥오늘하루,"""웨이팅이 길만하지만 그만한 이유가 있는 라멘집""  웨이팅이 상당히 깁니다. 오픈이 11시 반인걸 감안해도  그나마 20분정도 기다리시면 운이 좋은거고  운이 좋지 않다면 그 이상도 기대하셔야합니다.  국물은 기본이 아닌 신라면 맵기로 주문했는데  덕분에 중간에 느끼하지도, 물리지도 않고 끝까지 다 먹을수 있었습니다.  안에 있는 차슈 등등도 좋았습니다. 맛있습니다.  다만 본인이 얇은 면을 싫어한다면 조금 꺼려지실수 있습니다.",점심식사 혼밥 데이트 숨은맛집 가성비좋은,카라파이탄,2023년 10월 25일,1
1,초라멘,만두맛타로,건대에서 제일 맛있는 라멘집 건대에 유명한 라멘집은 다가봤는데 이곳이 제일 맛있습니다 점심시간 이후에 방문하시는걸 추천 2시부터 브레이크타임이라 참고하세요,점심식사 혼밥 숨은맛집 고급스러운 가성비좋은 조용한 깔끔한,토리파이탄,2023년 11월 16일,1
2,초라멘,애호박전,"건대 맛의거리 안쪽으로 깊숙히 들어가야하지만 그럴만한 가치가 있는곳, 맛도 맛이지만 너무 친절하심",점심식사 저녁식사 데이트 숨은맛집,토리파이탄,2023년 11월 19일,1
3,초라멘,clim,"바테이블 형태로 되어 있어서 앞에서 만드는 과정을 전부 볼 수 있어요. 매장이 크지 않아서 점심시간에는 꽤 기다려야 하지만, 맛이 있어서 기다릴만 합니다.  약간 기름진 편이기는 해서 물리는 감도 없지는 않지만, 물릴만 하다 싶으면 그릇이 이미 비어있어요.",점심식사 저녁식사 혼밥 데이트 숨은맛집 서민적인 지역주민이찾는,토리파이탄,2022년 12월 21일,1
4,초라멘,Jeff,"토리파이탄 닭육수라멘.  처음 먹었는데 너무 맛있네요. 크림빛이 도는 육수는 첫맛은 닭곰탕 같았어요. 가는 면발에 토핑으로 올려진 부드러운 식감의 수비드닭가슴살. 불향 살아있는 구운 삼겹살. 반숙계란 등 다 좋았습니다. 또 파, 다시마 등이 감칠맛을 더해주는 거 같습니다. 완라. 했습니다! 매운 버전도 있는데 다음에는 그걸 먹어보고 싶네요.  7-8명 정도가 착석 가능한 바테이블 형태의 자그마한 라멘집입니다. 하루에 80그릇만 판다고 써있는데 음식에 대한 자부심도 있고 정성이 대단한 듯 합니다. 건대에도 이런 훌륭한 라멘집이 있군요 ㅎㅎ  추천합니다. 한가지 아쉬운 점은 라멘에 걸맞는 생맥주가 있다면 더할 나위 없을 듯.",점심식사 혼밥 캐주얼한 조용한 이국적/이색적 지역주민이찾는 주차불가,토리파이탄 닭육수라멘,2022년 9월 7일,1
5,초라멘,쎌카sellcar,"닭육수로 만든 라멘. 그렇지만 일반적인 맑은 닭육수가 아니고 닭고기와 닭사골, 돼지사골을 끓여내서 정말 진하면서 끈적이는 부드러운 닭육수. 수비드한 닭고기 고명이 들어있는데 정말 부드러운 닭고기 식감을 맛볼 수 있다. 또한 돼지고기 차슈도 느끼하지 않고 준수하다. 진한 닭 육수와 일본식라멘의 면, 차슈와 수비드한 닭고기 그리고 반숙계란의 조화가 참 좋다.  화이팅 넘치는 우렁찬 목소리의 사장님의 친절항 손님 응대와 음식 먹는법을 조근조근 설명해 주시는 친절함이 돋보인다.  초지일관 초심을 잃지 않는 마음으로 좋은 음식을 제공하겠다는 사장님의 의지를 담아 가게이름이 초라멘임,  돈고츠라면이 지겨울 때 새로운 라멘을 맛보고 싶을 때 정성이 들어간 건강한 보양식 라멘 건대 초라멘 추천.",점심식사 저녁식사 혼밥 데이트 숨은맛집 푸짐한 깔끔한 이국적/이색적 주차불가,토리파이탄,2022년 2월 17일,1
6,초라멘,빈이무원,초라멘의 '초'는 사장님께서 &quot;언제나 손님을 처음맞는 마음으로 맞이하겠다&quot;는 신념을 담았다고 합니다. 🤗  그만큼 친절하고 기운찬 사장님과 맛좋고 섬세한 음식이 어디가서 얻기 어려운 맛있는 경험으로 이어졌어요 👍  저녁시간 늦게까지 하진 않으니 재료소진되기 전에 빠르게 가는걸 추천합니다 ㅎㅎ,저녁식사 혼밥 숨은맛집 이국적/이색적 지역주민이찾는,마제소바,2022년 2월 10일,1
7,초라멘,안사너,"화양동 마제멘 맛집입니다. 마제멘은 여기서 처음 먹어봤는데 비빔 라멘 이라고 생각하시면 편한데, 약간 매콤합니다. 약간 찐득찐득한 맛이에요. 먹을때마다 구미가 당기지다. 그리고 면을 다 먹고나면 남은 소스에 밥이랑 수비드 닭가슴살을 주시는데 이게 또 별미입니다. 꼭 드셔보세요!",점심식사 저녁식사 혼밥 숨은맛집 이국적/이색적,마제멘,2019년 9월 13일,1
8,초라멘,홍길동,"맛, 가격, 서비스 전부 다 만족!! 사장님 혼자 다 하시는데, 음식도 너무 정성스럽게 만드시는게 느껴지고, 먹는 법도 너무 친절하게 다 설명해주셔서 정말 좋았다👍 이 가격에 이 맛, 이 양으로 먹을 수 있다니 감동..🥹",아침식사 점심식사 저녁식사 혼밥 데이트 숨은맛집 서민적인 캐주얼한 가성비좋은 푸짐한 조용한 지역주민이찾는,토리파이탄 마제멘,2022년 5월 1일,1
9,초라멘,민병욱,두번째방문입니다 토리파이탄 카라파이탄 둘다먹어봤는데 제입맛에는 카라가더맞네요 육수도 진하고 면은 덜익혀달라고 부탁드렸는데 너무 맛있게 먹었습니다 혼자밥먹기너무좋고 사장님 너무친절하세요 무조건 단골예약입니다,혼밥 숨은맛집 가성비좋은 조용한,카라파이탄,2019년 12월 21일,1
0,정면,과일박쥐,"매장크기에 비해 좌석이 적기도하고 웨이팅이 길고 불편해서 맛없기만해봐라 했는데, 정말 뛰어납니다 가격도 저렴한데, 주인분들이 세심하고 많이 친절하셔서 오마카세온 것 같아요 맛 역시 말할 것도 없이 세심합니다.",점심식사 혼밥 데이트 숨은맛집 고급스러운 가성비좋은 푸짐한 조용한 깔끔한 이국적/이색적 지역주민이찾는 주차불가,홍면 단호박 식혜 백면,2023년 10월 27일,1
1,정면,그냥오늘하루,"""밥구르망에 오른 이유가 있는 고기국수""  국물의 깔끔함을 위해 상당히 칼칼하게 만드는게 특징. 보통 고기국수를 먹다보면 느끼함에 물리고 떠나는 경우가 있는데, 칼칼하면서도 담백한 국물 덕에 물린다는 느낌을 받기 힘들었다.  고명으로 올라온 고기는 옥동식에서 올려주는 토핑과 그 느낌이 유사하다. 국밥에 얹어진 얇은 고기는 개인적으로 좋아하진 않는다만, 면을 감싸면서 들어오는 옥동식 스타일의 고기는 꽤나 흥미롭다.  단호박식혜는 단호박의 맛과 질감이 잘 느껴진다. 개인적으로는 식당에서 입가심까지 한다 생각하고 세트로 시켜 먹는거도 상당히 좋은 선택이라 생각한다.  약간 아쉬운 지점은 김치가 그저 그렇다는점. 국밥집만큼은 아니어도 사람을 빨려들게하는 무언가는 없다.  응대가 아주 좋다. 국물 간이 입맛에 맞는지, 부족한 지점은 없는지 피드백을 받는다.  건대 주변에서 멀리온 친구와도 갈 수 있는 몇안되는 집이랄까.",혼밥 점심식사 저녁식사 캐주얼한 조용한 깔끔한,백면 단호박 식혜,2023년 6월 16일,1
2,정면,Jeff,미쉐린 빕구르망에 오른 건대의 정면 국수집입니다.  ㄱ자 바테이블 형태로 7좌석으로 구성되어 있고 정면에 음식을 준비하고 있는 모습을 다 볼 수 있습니다.  가장 인상적인 부분은 식당의 청결도에요. 고기국수이다보니 냄새나 오염물이 많을텐데 스테인레스 테이블로 깔끔하게 관리를 하나 봅니다. 친절하게 조리를 담당하시는 분들도 멋지고요.  고기국수 맛은 조씨네 고기국수 하고 유사한 부분이 있어요. 국물도 진한 듯한 육수이고 고기도 올린다는 점에서요. 차이점은 여기는 물색을 빼서 좀 담백해졌고요. 불에 그을린 고기대신 먹기좋게 삶은 얇은 고기를 올렸어요. 파채. 부추. 홍고추 등을 시각적으로 예쁘게 배합하고 감칠맛을 더해주는 느낌이에요. 면에다가 파채 그리고 고기를 같이 집어서 한 젓가락 하니 만족감이 올라왔어요. 다먹고 나니 땀이 났습니다.  건대가 국수 대장 들 많아서 좋아요. 미분당. 조씨네. 어멍네. 그리고 여기 정면까지. 골라서 가봅시다.  테이블링으로 예약이 되서 좋네요. 주차는 딴데해야 합니다.,점심식사 혼밥 숨은맛집 조용한 예쁜 깔끔한 이국적/이색적 지역주민이찾는 주차불가,단호박 식혜 백면,2023년 2월 8일,1
3,정면,산타삐야,조용하고 깔끔합니다. 맛도 너무 너무 깔끔하고 시원했어요.,가족외식 숨은맛집 푸짐한 조용한 깔끔한,백면 홍면,2월 19일,1
4,정면,을지로직장인,국물 맛있고 혼밥하기 좋은 시스템이에요 넓지 않아서 부담이 덜해요(?),저녁식사 혼밥,백면,2023년 2월 1일,1
5,정면,찐이,매장이 넓진않지만 음식은 진짜 맛있어요! 맛이 고급스럽고 국물이 진한데 고기육수가 아니고 해물육수라는 점이 신기했어요,점심식사 저녁식사 혼밥 데이트 숨은맛집 서민적인,백면 홍면,2022년 4월 4일,1
6,정면,지링,되게 트렌디한 가게였음.혼밥하기도 좋고 깕끔함! 맛도 엄청남,저녁식사 혼밥 데이트 숨은맛집 깔끔한,홍면,2022년 4월 12일,1
0,daughter,망고잼,"3층짜리 넓은 카페 겸 레스토랑인데, 주말에는 종종 자리가 없을 정도로 인기 많은 곳입니다. 인테리어도 나름대로 분위기있고 식사부터 커피까지 한 자리에서 해결하기 좋아요. 여기 커피 꽤 좋아해요.",점심식사 저녁식사 아침식사 차모임 캐주얼한 예쁜,에그인헬 바닐라라떼,1월 19일,1
1,daughter,튼탄맘,재료가 신선하니 너무너무 맛있더라구요 음료도 맛있고 분위기도 좋았어요,점심식사 숨은맛집,그린샐러드,2일 전,1
2,daughter,냐밍,아주 예쁜 브런치 카페였습니다! 가격은 좀 나가지만 음식들은 다 맛있었어요~에그인 헬에 같이 나오는 빵이 특히 맛있어서 추가해서 먹었습니다 ㅎㅎ,점심식사 차모임 캐주얼한 예쁜 경관/야경이좋은,에그인헬 도우터 플레이트,2023년 9월 30일,1
3,daughter,하루이,분위기 좋고~ 시간 제한 없이 앉아 있어서 좋았습니다. 또한 샐러드는 너무..너무 소스가 많이 올라가져 있어서 샐러드 시키게 되면은 소스 뿌리지 말고 따로 달라고 하는게 좋을 뜻 합니다 토스트 맛있었어요. 시럽이 밑에 깔려 있어서 토스트는 접시에 미리 꺼내 놀으면 맛있게 먹을수 있어요!! 데이트를 위해 카페 찾이 된다면 꼭 방문해 보세용,아침식사 저녁식사 데이트 기념일 간식 숨은맛집 고급스러운 시끌벅적한 예쁜 깔끔한 이국적/이색적,바닐라라떼 밀크티 크림브뤨레 프렌치 토스트 크로플+(추가)앙버터 그린셀러드,2023년 2월 5일,1
4,daughter,erica,건대에서 무난무난하게 식사하기 좋은 곳 개인적으로는 바질크림파스타가 메뉴 중에서는 괜찮은 것 같음 와플은 초코시럽 맛이 강해서 주문 시 취향에 따라 빼거나 넣거나 하면 됨 우선 내부가 넓고 수용인원이 많아서 그게 편하고 부담없이 오랫동안 식사하기 좋아서 가끔 감 제일 맛있었던 건 과일맛 에이드 진짜 과일이 듬뿍 들어간 청을 직접 부어 먹을 수 있음 직원들 친절함,아침식사 점심식사 저녁식사 식사모임 데이트 기념일 가족외식 시끌벅적한 예쁜,파스타 와플,2022년 10월 4일,1
5,daughter,조이,"웅장한 대문으로 들어서는 입구가 인상적인 브런치카페. 1층은 화이트와 핑크의 조화로 밝고 여성스러운 느낌인데, 큰 나무를 지나쳐 올라가는 2층은 은근 고급스럽고 조용해서 분위기가 반전됩니다. 폭신한 의자도 많고 식기류가 예쁘게 정돈해 나오는 점이 인상적이에요.  아메리칸 스타일의 브런치와 와플 종류 등 브런치겸 디저트겸 방문해 봤습니다. 갈때마다 특유의 개방적이면서도 고급스러운 분위기가 좋네요. 음악 소리도 크지 않아 소개팅하시는 분들도 여럿 봤습니다. 아메리칸 브런치는 와플, 소시지, 샐러드, 베이컨, 스크럼블 에그 등 은근 구성이 다양합니다. 처음에는 조금 2인용 브런치로는 적은 것 같다는 생각이 들었는데 생각보다 와플 크기가 커서 배불렀어요. 게다가 커피가 포함된 가격이니 가격도 합리적인 것 같습니다. 핑거 와플은 여럿보다 2명이 갔을 때 시키기에 좋았어요. 아이스크림이 하겐다즈이고 바삭한 와플과 잘 어울려 맛없을 수 없는 조합이었습니다.  • 화장실이 2층에 있는데 화장실 입구가 아기자기하고 예뻐요. 깨끗하고 쾌적한 편입니다.",점심식사 차모임 데이트 기념일 간식 친구들끼리 여자끼리 캐주얼한 고급스러운 예쁜 깔끔한,아메리카노 카페라떼 과일와플 아메리칸브런치,2019년 12월 4일,1
6,daughter,차림표,에그인헬이 넘 맛있었어요. 시리얼이 올라간 프렌치토스트가 별미였고 가성비 좋고 커피까지 맛있는 애정하는 브런치 맛집이에요.,기념일,에그인헬,2021년 7월 2일,1
7,daughter,YO,"건대에 이런곳이!!!! 너무 예쁘고 음식도 맛있어요 음식은 브런치, 디저트, 식사까지 모두 있어요 소개팅 장소로도 좋을듯",점심식사 저녁식사 식사모임 데이트 예쁜 경관/야경이 좋은,오리엔탈파스타 고르곤졸라피자,2020년 4월 5일,1
8,daughter,망고,분위기나 인테리어가 고급스러워요 그만큼 가격이 비쌉니다 자주는 아니라고 가끔씩은 갈만한 예쁜 카페입니다,데이트 고급스러운,녹차라떼 아인슈페너,2020년 3월 7일,1
9,daughter,히히,건대에 은근히 맛집이 없는걸 감안해서 5++점 브런치 존맛이구 파스타도 맛있구 매장도 이쁘당!!!,아침식사 점심식사 저녁식사 혼밥 데이트 숨은맛집 예쁜 야외좌석(테라스),바질크림파스타,2021년 12월 13일,1
10,daughter,고라파덕,건대입구에 흔치 않은 고급스러운 브런치 맛집입니다! 플레이팅도 멋진데 맛도 좋더라구요 ㅎㅎ,아침식사 점심식사 식사모임 데이트 기념일 고급스러운 예쁜 깔끔한 야외좌석(테라스),에그인헬,2022년 7월 14일,1
11,daughter,룰룰,건대에 있는 브런치카페. 생각보다 넓고 조경도 예뻤어요. 음식이랑 밀크티 다 맛있었어요.,아침식사 점심식사 저녁식사 식사모임 데이트 예쁜,에그인헬 프랜치토스트,2022년 10월 13일,1
12,daughter,뀨뀽,"분위기 너무 좋고 맛도 너무 좋아서 강력추천합니다! 데이트, 소개팅하기에도 좋아요",다이어트식단 점심식사 저녁식사 혼카페 데이트 기념일 고급스러운 예쁜 깔끔한 경관/야경이좋은,에그인헬 아이스카페라떼,2022년 5월 26일,1
13,daughter,지니니,"분위기있고 깔끔합니다 1,2층있는데 사람 꽤 많아요 크로플 맛있어요😊",차모임 혼카페 데이트 기념일 조용한 깔끔한,녹차라떼,2022년 6월 27일,1
14,daughter,최고산,늦게까지하고 테라스 있어서 좋았음 음식은 그저그랬음 식사류도 있당,점심식사 저녁식사 식사모임 차모임 혼카페 깔끔한 경관/야경이좋은,아메리카노 티라미수,2022년 7월 1일,1
15,daughter,삐약이,가격은 좀 사악하지만 눈으로 먹는 즐거움이 있는 곳이에요.,점심식사 저녁식사 식사모임 술모임 차모임 데이트 시끌벅적한,치즈케이크,2022년 10월 18일,1
16,daughter,YUL,데이트하기 좋은 곳이에요 예쁘고 분위기도 좋고 친절해요 가격은 커피마시기 비싼 편이에요,데이트 고급스러운 예쁜 깔끔한,헤이즐넛라떼,2020년 1월 4일,1
0,호 파스타,wsm,합리적인 가격의 맛있는 생면 파스타에요!  새우도 통통하고 소스도 면과 밥이랑 잘 어우러져요. 생면 식감은 칼국수 면과 비슷한데 쫄깃쫄깃한 식감이에요! 한번 먹고 또 생각나서 2주후에 방문했어요.  음식도 빨리나오고 공간도 깔끔해요! 근데 ㄷ자형 바 형식으로 되어있어서 4명이상 가기에는 적합하지 않아요. 소규모 인원 혹은 혼밥하기에 좋은 맛집이네요~😊,점심식사 저녁식사 캐주얼한 깔끔한,바질파스타 루꼴라오일파스타,2021년 6월 7일,1
1,호 파스타,Jeff,작고 아늑한 파스타집입니다. 만원 이내의 가성비도 갖춘 집.  일단 컨셉이 좋아요. 이 골목에 미분당. 조씨네. 호파스타까지. 뭔가 혼밥족을 위한 상차림의 나열이에요. 아늑하고 조용한 식사.  파스타 간은 적당하고 맛있게 즐겼네요. 향긋합니다. 다만 생면이 무게에 눌려서 붙어있고 약간 떡진 듯해 아쉽네요. 그래서 면추가는 하지 마시고 정량으로. 매운정도는 중간으로 해도 안맵고 매콤하기만 합니다. 크림파스타의 치킨 스테이크는 불맛이 굿.,점심식사 캐주얼한 가성비좋은 조용한 예쁜 이국적/이색적 지역주민이 찾는 바테이블,크림파스타 루꼴라오일파스타 로제파스타,2019년 12월 30일,1
2,호 파스타,꼬치,음식이 싱그럽고 사장님은 친절하셔서 기분 좋은 시간 보냈습니다.,점심식사 데이트 가성비좋은 깔끔한,트러플 바질 크림 리조또 바질페스토 모짜렐라 브루스케타,2023년 5월 28일,1
3,호 파스타,태흐이,자리가 조금 협소하지만 음식도 맛나고 분위기 좋습니다.,점심식사 저녁식사 혼밥 데이트 가성비좋은 예쁜 이국적/이색적 주차불가,비프 생크림 로제 바질페스토 모짜렐라 브루스케타,2023년 5월 24일,1
4,호 파스타,BigLove,건대 가성비 좋은 파스타집이에요. 미분당처럼 약간 바 형식으로 되어있어서 혼밥이나 둘이와서 먹기 좋아요 여러명이 오면 좀 나란히 앉아야해서 불편할거같아요 파스타 생면 느낌이 독특하고 한번쯤 먹어볼만해요.,점심식사 저녁식사 식사모임 혼밥 데이트 캐주얼한 가성비좋은 조용한 깔끔한,치킨과버터풍미를더한크림,2019년 9월 5일,1
5,호 파스타,하늘,맛있고 손님 없어서 한적하게 먹을 수 있었습니다. 오픈 주방이라 조리과정이 보이고 셰프님이 나와서 설명도 해주었습니다. 알던것이긴 했지만...;ㅎ 아무튼 친절하셨습니다. 가격대비 좋은것 같습니다.,점심식사 술모임 데이트 숨은맛집 조용한 깔끔한,쉬림프바질페스토 치킨과버터풍미크림,2019년 9월 13일,1
6,호 파스타,찌부,생면 파스타는 처음이었는데 약간 칼국수 같은 느낌? 독특한데 괜찮더라고요. 굉장히 가성비 좋은 생면 파스타집인 것 같아요. 대신 엄청 좁아요.,점심식사 저녁식사 혼밥 데이트 가성비좋은 조용한,쉬림프수제바질페스토 비프치즈생크림로제,2020년 5월 2일,1
7,호 파스타,울스턴크래프트,와 생면 파스타를 이 가격에? 간단하게 생면파스타를 먹을 수 있는 좋은 곳이고 맛도 있어요.,점심식사 저녁식사 혼밥 데이트 가성비좋은 깔끔한,버터치킨파스타 페스토파스타,2022년 6월 28일,1
8,호 파스타,이현아,혼자가서먹어도괜찮고 맛도좋고 직원분들게 친절해요-! 점심식사로 딱 좋아요,점심식사 혼밥 숨은맛집 서민적인 깔끔한 지역주민이 찾는,쉬림푸 수제바질파스타 레몬에이드,2020년 1월 12일,1
9,호 파스타,지워,파스타가 저렴하고 맛있어요 내부는 많이 좁습니다! 가성비 맛집입니다,점심식사 저녁식사 식사모임 데이트 가성비좋은 조용한 예쁜 깔끔한 지역주민이찾는 주차불가,화이트라구 바질크림리조또,2022년 10월 2일,1
10,호 파스타,네루리,먹으니깐 생각보다 배불렀어요! 매콤한 맛도 정할수 있어서 좋았어요!,점심식사 데이트 깔끔한,쉬림프 바질페스토 비프치즈 생크림로제 레몬에이드,2020년 1월 13일,1
11,호 파스타,sj,"매장은 좁은 편이고 파스타 맛있긴 한데 먹다보니 질려서 남겼어요,,",점심식사 혼밥 조용한 깔끔한,바질페스토파스타,2019년 10월 11일,1
12,호 파스타,용용스,맛있는데 가격이 저렴해서 좋아요 테이블은 조금 좁은 편입니다!,배달 혼밥 숨은맛집 서민적인,쉬림프 수제 바질 페스토 브루스케타,2022년 9월 14일,1
13,호 파스타,AA,"무난한 파스타 맛이었다. 일반적인 파스타보다 덜 짜서 좋았다. 모든 것이 셀프로 앉아서 해결할 수 있다. 좁아서 여럿이서 오기엔 부담스럽다. 2인이 적당하다고 생각한다. 한산할 때 오면 조용하고 분위기 있게 식사를 즐길 수 있을 것 같다. 필자는 점심 시간에 가 15분 정도 웨이팅이 있었고, 사람들이 좁은 공간에 꽉 차 있어 약간은 답답했다. 위생 상태는 좋다. 큰 문제점을 찾지 못했다. 위생",점심식사 저녁식사 데이트 고급스러운 가성비좋은 예쁜 깔끔한,비프 생크림 로제,2022년 1월 8일,1
14,호 파스타,ㅇㅅㅇ,맛있어요!이 가격대에 생면파스타라니 가성비 좋습니다 바질은 처음먹어봤는데 향도 좋았어요 어제 먹었는데 오늘 계속 생각나네요,점심식사 저녁식사 혼밥 데이트 서민적인 캐주얼한 가성비좋은 조용한 깔끔한,로제파스타 바질페스토빵,2019년 12월 8일,1
15,호 파스타,hyeokly,꽤 맛있었음,저녁식사 점심식사 캐주얼한,클래식 생면 라자냐 프로슈토 루꼴라 샐러드,2023년 9월 11일,1
16,호 파스타,레굴루스,맛 자체는 무난한 편이나 가성비 측면에서 칭찬해 줄 수는 있겠네요. 시간내서 찾아가 먹고 싶은 집은 아니지만 주변에 일정이 있다면 한끼 해결하긴 좋습니다.,점심식사 혼밥 서민적인 캐주얼한 가성비좋은,파스타,2020년 8월 5일,1
17,호 파스타,Jongun Lee,깔끔하고 가성비 괜찮은편입니다. 나름 정성드린 맛이고. 맛있어요. 집앞이라 자주감니다.,데이트 숨은맛집 고급스러운 가성비좋은 조용한,파스타,2020년 5월 5일,1
0,호야초밥참치 본점,mkjung486,"항상 대기많은 집인데 운좋게 바로 들어가서 먹었어요. 초밥에 회가 정말 크고 탱글해요. 서비스로 주시는 우동이랑 새우튀김, 조림도 정말 맛있게 잘 먹었네요.",저녁식사 숨은맛집,B특호야,3월 9일,1
1,호야초밥참치 본점,얌굿,"여긴 정말 나에게 소중한 곳임. 이 가격에 이 퀄리티라니. 11000원에 지라시덮밥시킬 수 있는데 회 퀄리티 미쳤고 이 한끼만으로도 배가 진짜 부르다. 진짜 어디가서 11000원에 이 퀄리티의 덮밥을 먹을 수 있을까? 회 좋아하는 사람 입장에선 여기는 없으면 안될 곳 평생 함께하고 싶은 가게다. 가격도 싼데 서비스도 막 퍼준다. 생선머리조림에 냉모밀, 모찌, 새우튀김 이게 다 서비스다. 겨울엔 누룽지우동,모찌,연어구이? 등등 준다. 솔직히 먹으면서 남는게 있긴 한가라는 생각마저 들어서 절로 죄송해질뻔. 근데 여기는 맛은 너무 좋고 훌륭한데 음식퀄리티도 굉장히 훌륭한데 종업원 개개인의 서비스가 모든 평점을 깎아먹는다. 대부분의 종업원이 외국인이고, 결제하려고 종업원과 눈을 마주쳤는데도 멀뚱멀뚱 서있고, 쉐프님들 바쁘신데 쉐프님들이 자리 안내랑 누구누구 결제해라 소리지르고 계시니... 저 종업원들이 있나마나 비슷할거라는 생각마저 들었음.",점심식사 저녁식사 가성비좋은 푸짐한 무료주차,"B특호야(참치2,선어3,연어2,연어뱃살1,간장새우2,장어2) 지라시 덮밥 카이센동",2023년 7월 1일,1
2,호야초밥참치 본점,녀미녀미,사람많아서 좀 시끄럽습니다. 웨이팅 조금 있는 집이고 회두께하며 맛은 맛있습니다만 가격이나 분위기는 조금 별로고 직원분이 너무 바빠하셔서 그런점들은 조금 아쉽습니다ㅠ 큰초밥을 한입에 넣는 기분을 느끼고 싶다면 추천합니다.,점심식사 저녁식사 식사모임 서민적인 캐주얼한 시끌벅적한,"A호야(참치2,선어2,연어2,찐주꾸미2,찐새우2,찐소라1,찐가리비1) 참치뱃살 C연어(양파소스)",2023년 8월 21일,1
3,호야초밥참치 본점,우헤헤힛,너무 좋아하는 건대 맛집이에요! 장어덮밥은 처음 먹어봤는데 인생 장어덮밥입니다 추천!!!!,점심식사 저녁식사 식사모임 회식 데이트 숨은맛집 가성비좋은 무료주차,B특호야 장어덮밥,3월 1일,1
4,호야초밥참치 본점,뽀끼,넘 맛있쥬 회가 엄청두툼해서 여러번 방문했어요!! 동네였다면 더 자주갈듯,점심식사 저녁식사 식사모임 데이트 가족외식 숨은맛집 가성비좋은 푸짐한 시끌벅적한 모룸,B특호야 지라시덮밥,3월 8일,1
5,호야초밥참치 본점,맛있는거조아조아,건대의 아주 오래된 유명한 초밥집. 서비스도 많고 초밥도 크고 아주 맛있어요!!!,데이트 캐주얼한,B특호야,2023년 12월 11일,1
6,호야초밥참치 본점,미뇽,사시미/스시 종류도 다양하고 메뉴가 다양해서 다음에 또 방문해보고 싶다 은행골 스타일 샤리를 좋아하는데 여기도 비슷해서 맛있었다 서비스로 모찌리도후 우동 새우튀김 이렇게 나와서 가성비가 좋았음,저녁식사 식사모임 술모임 서민적인 캐주얼한 지역주민이찾는,A호야,1월 10일,1
7,호야초밥참치 본점,초초냥이,"- 가성비의 괜찮은 초밥, 그러나 직원들로인해 망친 가게.  - 맛이나 가격이 아주 만족스러운데, 불친절함(조선족 직원들과 사장님의 윽박 콜라보)로 엉망이 된 가게.  - 차라리 포장을 하는걸 추천합니다.  - 초밥에 밑간도 되어있고, 연어나 부속품들 모두 괜찮은 편.",점심식사 저녁식사,A호야 연어,2022년 2월 19일,1
