restaurant_id,address,name,opening_hours,phone,type,category,lat,lng,review_count,created_at,updated_at,summary
708,서울 광진구 동일로26길 57 1층,포비 본점,['매일 16:00 - 23:00 22:00 라스트오더'],0507-1421-8556,0,일식당,,,,,,
709,서울 광진구 뚝섬로31길 59,명봉양꼬치,"['월 12:00 - 01:00', '화 12:00 - 01:00', '수 12:00 - 01:00', '목 12:00 - 01:00', '금 12:00 - 01:00', '토 12:00 - 01:00', '일 12:00 - 01:00', '생방송투데이 2265회, 19.02.11. 2019년 2월 11일  양갈비', '', '']",0507-1379-8812,0,중식당,,,,,,
710,서울 광진구 아차산로31길 8 고기굽는놈,건대 고기굽는놈 서울본점,"['월 15:00 - 23:00', '화 15:00 - 23:00', '수 15:00 - 23:00', '목 15:00 - 23:00', '금 15:00 - 23:00', '토 12:00 - 23:00', '일 12:00 - 23:00']",0507-1330-8821,0,"육류,고기요리",,,,,,
711,서울 광진구 자양번영로 79,송림식당,"['월 10:00 - 22:00', '화 10:00 - 22:00', '수 10:00 - 22:00', '목 10:00 - 22:00', '금 10:00 - 22:00', '토 09:00 - 22:00', '일 09:00 - 22:00', '2015테이스티로드 15회, 15.04.25. 2015년 4월 25일  돼지불고기백반/돼지불백', '']",02-457-5473,0,기사식당,,,,,,
712,서울 광진구 능동로13길 111 1층,오코노미야키식당하나,"['월 17:00 - 23:00 22:00 라스트오더', '화 정기휴무 (매주 화요일)', '수 17:00 - 23:00 22:00 라스트오더', '목 17:00 - 23:00 22:00 라스트오더', '금 17:00 - 23:00 22:00 라스트오더', '토 11:30 - 23:00 15:00 - 17:00 브레이크타임 14:00, 22:00 라스트오더', '일 11:30 - 23:00 15:00 - 17:00 브레이크타임 14:00, 22:00 라스트오더']",02-469-8884,0,일식당,,,,,,
713,서울 광진구 아차산로29길 53,아찌떡볶이,"['월 12:00 - 19:00', '화(4/2) 휴무', '수(4/3) 휴무', '목 12:00 - 19:00', '금 12:00 - 19:00', '토 12:00 - 19:00', '일 12:00 - 19:00', '']",02-462-8340,0,떡볶이,,,,,,
714,서울 광진구 능동로13길 88 1층,정면,"['월 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더', '화 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더', '수 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더', '목 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더', '금 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더', '토 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더', '일 11:30 - 21:00 14:50 - 17:00 브레이크타임 19:50 라스트오더']",0507-1401-3592,0,국수,,,,,,
715,서울 광진구 동일로22길 64 1층,미진축산 건대점,"['월 14:00 - 05:00', '화 14:00 - 05:00', '수 14:00 - 05:00', '목 14:00 - 05:00', '금 14:00 - 05:00', '토 12:00 - 05:00', '일 12:00 - 05:00']",02-465-0981,0,"육류,고기요리",,,,,,
716,서울 광진구 자양번영로 20 1층,샤오롱바오,"['월 정기휴무 (매주 월요일)', '화 11:00 - 22:00', '수 11:00 - 22:00', '목 11:00 - 22:00', '금 11:00 - 22:00', '토 11:00 - 22:00', '일 11:00 - 22:00']",02-447-2155,0,중식당,,,,,,
717,서울 광진구 자양로15길 75 대한이네,대한이네 자양시장점,"['월 10:00 - 19:30', '화 10:00 - 19:30', '수 10:00 - 19:30', '목 10:00 - 19:30', '금 10:00 - 19:30', '토 10:00 - 19:30', '일 정기휴무 (매주 일요일)']",0507-1382-4480,0,"육류,고기요리",,,,,,
718,서울 광진구 능동로 31 1층 계탄집,계탄집,"['월 17:00 - 23:30 23:00 라스트오더', '화 17:00 - 23:30 23:00 라스트오더', '수 17:00 - 23:30 23:00 라스트오더', '목 17:00 - 23:30 23:00 라스트오더', '금 17:00 - 23:30 23:00 라스트오더', '토 12:00 - 23:30 23:00 라스트오더', '일 12:00 - 23:30 23:00 라스트오더', '생방송오늘저녁 459회, 16.10.06. 2016년 10월 6일  닭갈비', '']",0507-1414-6804,0,닭갈비,,,,,,
720,서울 광진구 동일로18길 68,얼땅쟈 본점,['매일 11:00 - 24:00'],02-467-2886,0,중식당,,,,,,
722,서울 광진구 뚝섬로 606 1층 3호,스시 자양,"['월 12:30 - 22:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '화(4/2) 휴무', '수 12:30 - 22:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '목 12:30 - 22:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '금 12:30 - 22:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '토 12:30 - 22:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '일 12:30 - 22:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '']",010-5121-6979,0,"초밥,롤",,,,,,
728,서울 광진구 동일로18길 42 연옥양꼬치,연옥양꼬치,"['매일 11:00 - 24:00', '생방송투데이 2450회, 19.11.15. 2019년 11월 15일  양꼬치']",02-461-9368,0,양꼬치,,,,,,
729,서울 광진구 자양번영로4길 19 1층(자양동),달팽이부엌,"['월 정기휴무 (매주 월요일)', '화 11:30 - 20:00 14:00 - 17:00 브레이크타임 13:45, 19:45 라스트오더', '수 11:30 - 20:00 14:00 - 17:00 브레이크타임 13:45, 19:45 라스트오더', '목 11:30 - 20:00 14:00 - 17:00 브레이크타임 13:45, 19:45 라스트오더', '금 11:30 - 20:00 14:00 - 17:00 브레이크타임 13:45, 19:45 라스트오더', '토 11:30 - 20:00 15:00 - 17:00 브레이크타임 14:45, 19:45 라스트오더', '일 11:30 - 20:00 15:00 - 17:00 브레이크타임 14:45, 19:45 라스트오더']",0507-1306-2677,0,돈가스,,,,,,
730,서울 광진구 동일로18길 70,송화양꼬치,"['월 12:00 - 01:00', '화 정기휴무 (매주 화요일)', '수 12:00 - 01:00', '목 12:00 - 01:00', '금 12:00 - 01:00', '토 11:00 - 24:00', '일 11:00 - 24:00', '맛있을지도 25회, 16.09.11. 2016년 9월 11일  양꼬치/가지볶음']",0507-1411-7826,0,양꼬치,,,,,,
732,서울 광진구 뚝섬로 636 1층,육화본,"['월 15:00 - 24:00', '화 15:00 - 24:00', '수 15:00 - 24:00', '목 15:00 - 24:00', '금 15:00 - 24:00', '토 12:00 - 22:00', '일 12:00 - 22:00']",0507-1360-1502,0,돼지고기구이,,,,,,
739,서울 광진구 자양강변길 89 1층,릴버거,"['월 11:30 - 22:00 14:30 - 17:30 브레이크타임 21:00 라스트오더', '화 11:30 - 22:00 14:30 - 17:30 브레이크타임 21:00 라스트오더', '수 11:30 - 22:00 14:30 - 17:30 브레이크타임 21:00 라스트오더', '목 11:30 - 22:00 14:30 - 17:30 브레이크타임 21:00 라스트오더', '금 11:30 - 22:00 14:30 - 17:30 브레이크타임 21:00 라스트오더', '토 11:30 - 22:00 16:00 - 17:00 브레이크타임 21:00 라스트오더', '일 11:30 - 22:00 16:00 - 17:00 브레이크타임 21:00 라스트오더']",02-499-0412,0,햄버거,,,,,,
741,서울 광진구 동일로18길 36 도시엔 1층,해룡마라룽샤 건대점,"['월(4/1) 정기휴무 (매달 1, 3번째 월요일)', '화 12:00 - 23:30 23:00 라스트오더', '수 12:00 - 23:30 23:00 라스트오더', '목 12:00 - 23:30 23:00 라스트오더', '금 12:00 - 23:30 23:00 라스트오더', '토 12:00 - 23:30 23:00 라스트오더', '일 12:00 - 23:00 22:30 라스트오더', '매달 1, 3번째 월요일 정기 휴무']",0507-1489-4018,0,중식당,,,,,,
742,서울 광진구 아차산로30길 39 1층,대흥양다리바베큐 건대점,"['월 12:00 - 24:00', '화 12:00 - 24:00', '수 12:00 - 24:00', '목 12:00 - 24:00', '금 12:00 - 24:00', '토 12:00 - 24:00', '일 12:00 - 24:00', '2TV생생정보 1266회, 21.03.10. 2021년 3월 10일  양다리바비큐/양곰탕/양고기만두']",0507-1369-6669,0,양꼬치,,,,,,
743,서울 광진구 뚝섬로 631,평창고추장닭갈비 자양본점,"['일 10:00 - 04:00', '월 10:00 - 04:00', '화 정기휴무 (매주 화요일)', '수 10:00 - 04:00', '목 10:00 - 04:00', '금 10:00 - 04:00', '토 10:00 - 04:00', '2TV생생정보 355회, 17.06.21. 2017년 6월 21일  돼지고추장찌개/차돌된장찌개']",02-444-8749,0,"육류,고기요리",,,,,,
744,서울 광진구 아차산로34길 38,훈춘양꼬치,['매일 11:00 - 01:30'],02-464-6808,0,양꼬치,,,,,,
746,서울 광진구 뚝섬로 503,명륜진사갈비 서울자양점,['매일 12:00 - 22:30'],02-464-4564,0,"육류,고기요리",,,,,,
747,서울 광진구 동일로18길 65 2층,홍콩우육탕면 건대점,"['월 12:00 - 23:00', '화 12:00 - 23:00', '수 12:00 - 23:00', '목 12:00 - 23:00', '금 12:00 - 23:00', '토 12:00 - 23:00', '일 12:00 - 23:00']",0507-1387-2180,0,중식당,,,,,,
748,서울 광진구 자양번영로6길 60 1층,폽타이와웨이브6,"['월 정기휴무 (매주 월요일)', '화 11:30 - 23:30 15:00 - 17:00 브레이크타임 23:25 라스트오더', '수 11:30 - 23:30 15:00 - 17:00 브레이크타임 23:25 라스트오더', '목 11:30 - 23:30 15:00 - 17:00 브레이크타임 23:25 라스트오더', '금 11:30 - 23:30 15:00 - 17:00 브레이크타임 23:25 라스트오더', '토 11:30 - 23:30 23:25 라스트오더', '일 11:30 - 23:30 23:25 라스트오더']",02-444-7112,0,태국음식,,,,,,
749,서울 광진구 자양로13길 60 1층,조현우국밥,"['월 10:00 - 22:00 15:30 - 17:00 브레이크타임 14:30, 21:00 라스트오더', '화 10:00 - 22:00 15:30 - 17:00 브레이크타임 14:30, 21:00 라스트오더', '수 10:00 - 22:00 15:30 - 17:00 브레이크타임 14:30, 21:00 라스트오더', '목 10:00 - 22:00 15:30 - 17:00 브레이크타임 14:30, 21:00 라스트오더', '금 10:00 - 22:00 15:30 - 17:00 브레이크타임 14:30, 21:00 라스트오더', '토 10:00 - 15:30 14:30 라스트오더', '일 정기휴무 (매주 일요일)', '놀라운토요일 225회, 22.08.13. 2022년 8월 13일  돼지갈비탕']",0507-1352-8638,0,국밥,,,,,,
750,서울 광진구 동일로18길 105,매화반점 본점,"['월 11:30 - 24:00', '화 11:30 - 24:00', '수 11:30 - 24:00', '목 11:30 - 24:00', '금 11:30 - 24:00', '토 11:30 - 24:00', '일 11:30 - 24:00', '맛있는녀석들 102회, 17.02.06. 2017년 2월 6일  대방어회/깐풍기']",02-498-1939,0,양꼬치,,,,,,
751,서울 광진구 아차산로 380 1층,명륜진사갈비 구의역점,"['월 12:00 - 22:00', '화 12:00 - 22:00', '수 12:00 - 22:00', '목 12:00 - 22:00', '금 12:00 - 22:30', '토 12:00 - 22:30', '일 12:00 - 22:00']",02-2201-8150,0,"육류,고기요리",,,,,,
752,서울 광진구 능동로 68 b동 108호,싱싱샐러드 건대점,"['월 11:00 - 23:00 15:00 - 16:30 브레이크타임 22:30 라스트오더', '화 11:00 - 23:00 15:00 - 16:30 브레이크타임 22:30 라스트오더', '수 11:00 - 23:00 15:00 - 16:30 브레이크타임 22:30 라스트오더', '목 11:00 - 23:00 15:00 - 16:30 브레이크타임 22:30 라스트오더', '금 11:00 - 23:00 15:00 - 16:30 브레이크타임 22:30 라스트오더', '토 11:00 - 20:00 15:00 - 16:00 브레이크타임 19:30 라스트오더', '일 11:00 - 20:00 15:00 - 16:00 브레이크타임 19:30 라스트오더', '매달 5번째 일요일 정기 휴무']",0507-1473-1280,0,"다이어트,샐러드",,,,,,
753,서울 광진구 아차산로 262 스타시티몰 B1,타코벨 건대스타시티점,['매일 11:00 - 22:00'],02-447-4540,0,"멕시코,남미음식",,,,,,
754,서울 광진구 동일로20길 117,안동참찜닭 본점,"['매일 11:00 - 24:00', '생방송투데이 2175회, 18.09.12. 2018년 9월 12일  찜닭']",02-499-3530,0,찜닭,,,,,,
755,서울 광진구 아차산로41길 22 1층,백돈 구의점,"['월 10:50 - 21:00 15:00 - 17:00 브레이크타임 20:50 라스트오더', '화 정기휴무 (매주 화요일)', '수 10:50 - 21:00 15:00 - 17:00 브레이크타임 20:50 라스트오더', '목 10:50 - 21:00 15:00 - 17:00 브레이크타임 20:50 라스트오더', '금 10:50 - 21:00 15:00 - 17:00 브레이크타임 20:50 라스트오더', '토 10:50 - 21:00 15:00 - 17:00 브레이크타임 20:50 라스트오더', '일 10:50 - 21:00 15:00 - 17:00 브레이크타임 20:50 라스트오더']",0507-1448-8084,0,돈가스,,,,,,
756,서울 광진구 능동로6길 8,돈스타 숯불구이,"['월 정기휴무 (매주 월요일)', '화 11:30 - 22:00 14:30 - 16:30 브레이크타임 20:50 라스트오더', '수 11:30 - 22:00 14:30 - 16:30 브레이크타임 20:50 라스트오더', '목 11:30 - 22:00 14:30 - 16:30 브레이크타임 20:50 라스트오더', '금 11:30 - 22:00 14:30 - 16:30 브레이크타임 20:50 라스트오더', '토 11:30 - 22:00 14:30 - 16:30 브레이크타임 20:50 라스트오더', '일 11:30 - 22:00 14:30 - 16:30 브레이크타임 20:50 라스트오더']",02-456-8592,0,돼지고기구이,,,,,,
757,서울 광진구 자양번영로 44 1층 찜집,찜집,['매일 11:00 - 23:00'],02-444-0007,0,한식,,,,,,
759,서울 광진구 동일로20길 60 연일빌딩,니뽕내뽕 건대본점,"['월 11:30 - 21:30 20:30 라스트오더', '화 11:30 - 21:30 20:30 라스트오더', '수 11:30 - 21:30 20:30 라스트오더', '목 11:30 - 21:30 20:30 라스트오더', '금 11:30 - 21:30 20:30 라스트오더', '토 11:30 - 21:50 15:40 - 17:10 브레이크타임 20:50 라스트오더', '일 11:30 - 21:50 15:40 - 17:10 브레이크타임 20:50 라스트오더']",02-499-1828,0,중식당,,,,,,
760,서울 광진구 아차산로 305 동화빌딩,건대멸치국수,"['월 10:00 - 04:00', '화 10:00 - 04:00', '수 10:00 - 04:00', '목 10:00 - 04:00', '금 10:00 - 04:00', '토 10:00 - 04:00', '일 정기휴무 (매주 일요일)']",0507-1404-3246,0,국수,,,,,,
761,서울 광진구 아차산로 208 1층 포몬스 건대점,포몬스 건대점,"['월 10:00 - 23:50 15:30 - 16:30 브레이크타임 23:40 라스트오더', '화 10:00 - 23:50 15:30 - 16:30 브레이크타임 23:40 라스트오더', '수 10:00 - 23:50 15:30 - 16:30 브레이크타임 23:40 라스트오더', '목 10:00 - 23:50 15:30 - 16:30 브레이크타임 23:40 라스트오더', '금 10:00 - 23:50 15:30 - 16:30 브레이크타임 23:40 라스트오더', '토 10:00 - 23:50 23:40 라스트오더', '일 10:00 - 23:50 23:40 라스트오더']",02-461-1721,0,베트남음식,,,,,,
762,서울 광진구 뚝섬로 673 1층,상구네솥뚜껑삼겹살 자양점,"['월 10:00 - 24:00 23:00 라스트오더', '화 10:00 - 24:00 23:00 라스트오더', '수 10:00 - 24:00 23:00 라스트오더', '목 10:00 - 24:00 23:00 라스트오더', '금 10:00 - 24:00 23:00 라스트오더', '토 10:00 - 02:00 01:00 라스트오더', '일 10:00 - 02:00 01:00 라스트오더']",02-455-3982,0,"육류,고기요리",,,,,,
763,서울 광진구 자양로19길 8 광석빌딩 1층,플록,"['월 정기휴무 (매주 월요일)', '화 17:30 - 22:00 21:00 라스트오더', '수 17:30 - 22:00 21:00 라스트오더', '목 17:30 - 22:00 21:00 라스트오더', '금 11:30 - 22:00 15:00 - 17:30 브레이크타임 14:00, 21:00 라스트오더', '토 11:30 - 22:00 15:00 - 17:30 브레이크타임 14:00, 21:00 라스트오더', '일 11:30 - 22:00 15:00 - 17:30 브레이크타임 14:00, 21:00 라스트오더']",0507-1467-7701,0,프랑스음식,,,,,,
764,서울 광진구 자양번영로6길 67,라멘다이야,"['월 11:30 - 20:00 13:50 - 17:00 브레이크타임 19:50 라스트오더', '화 정기휴무 (매주 화요일)', '수 11:30 - 20:00 13:50 - 17:00 브레이크타임 19:50 라스트오더', '목 11:30 - 20:00 13:50 - 17:00 브레이크타임 19:50 라스트오더', '금 11:30 - 20:00 13:50 - 17:00 브레이크타임 19:50 라스트오더', '토 11:30 - 20:00 13:50 - 17:00 브레이크타임 19:50 라스트오더', '일 11:30 - 20:00 13:50 - 17:00 브레이크타임 19:50 라스트오더']",0507-1324-8412,0,일본식라면,,,,,,
765,서울 광진구 자양번영로 74 1층 양숙이네,양숙이네,['매일 11:00 - 22:00 21:00 라스트오더'],0507-1417-5775,0,한식,,,,,,
766,서울 광진구 아차산로 262 스타시티몰 지하1층 B143,매드포갈릭 건대스타시티점,['매일 11:30 - 21:30 20:30 라스트오더'],02-447-8457,0,이탈리아음식,,,,,,
770,서울 광진구 아차산로 200 커먼그라운드 Market Hall 3층,아날로그키친,"['월 11:30 - 21:30 20:30 라스트오더', '화 11:30 - 21:30 20:30 라스트오더', '수 11:30 - 21:30 20:30 라스트오더', '목 11:30 - 21:30 20:30 라스트오더', '금 11:00 - 22:00 21:00 라스트오더', '토 11:00 - 22:00 21:00 라스트오더', '일 11:00 - 22:00 21:00 라스트오더', '2TV생생정보 110회, 16.06.13. 2016년 6월 13일  통오징어덮밥', '']",0507-1401-1265,0,이탈리아음식,,,,,,
772,서울 광진구 동일로20길 64,청년다방 건대점,"['월 11:00 - 21:50 21:10 라스트오더', '화 11:00 - 21:50 21:10 라스트오더', '수 11:00 - 21:50 21:10 라스트오더', '목 11:00 - 21:50 21:10 라스트오더', '금 11:00 - 21:50 21:10 라스트오더', '토 11:00 - 21:50 21:10 라스트오더', '일 11:00 - 21:30 20:50 라스트오더']",02-499-8955,0,분식,,,,,,
773,서울 광진구 능동로4길 51 대종리버빌,A TABLE,"['월 11:30 - 20:30 20:00 라스트오더', '화 11:30 - 20:30 20:00 라스트오더', '수 11:30 - 20:30 20:00 라스트오더', '목 11:30 - 20:30 20:00 라스트오더', '금 11:30 - 20:30 20:00 라스트오더', '토 11:30 - 19:00 18:30 라스트오더', '일 정기휴무 (매주 일요일)']",02-455-6015,0,"백반,가정식",,,,,,
775,서울 광진구 아차산로 224 홍종윤치과의원,역전우동0410 건대로데오점,"['월 00:00 - 24:00', '화 00:00 - 24:00', '수 00:00 - 24:00', '목 00:00 - 24:00', '금 00:00 - 24:00', '토 00:00 - 24:00', '일 00:00 - 24:00']",02-464-0410,0,"우동,소바",,,,,,
776,서울 광진구 능동로 31 1층,자양 고두리,"['월 11:30 - 23:00 22:30 라스트오더', '화 11:30 - 23:00 22:30 라스트오더', '수 11:30 - 23:00 22:30 라스트오더', '목 11:30 - 23:00 22:30 라스트오더', '금 11:30 - 23:00 22:30 라스트오더', '토 11:30 - 23:00 22:30 라스트오더', '일 11:30 - 23:00 22:30 라스트오더']",0507-1435-5153,0,한식,,,,,,
777,서울 광진구 아차산로 293,화양시장할머니순대국,"['월 10:00 - 22:30', '화 10:00 - 22:30', '수 10:00 - 22:30', '목 10:00 - 22:30', '금 10:00 - 22:30', '토 10:00 - 23:30', '일 10:00 - 20:00', '매달 2, 4번째 일요일 정기 휴무']",02-457-3989,0,"순대,순댓국",,,,,,
778,서울 광진구 자양번영로 21 1층 우측,옹수육,"['월 11:30 - 24:00 15:00 - 17:00 브레이크타임 23:00 라스트오더', '화 11:30 - 24:00 15:00 - 17:00 브레이크타임 23:00 라스트오더', '수 11:30 - 24:00 15:00 - 17:00 브레이크타임 23:00 라스트오더', '목 11:30 - 24:00 15:00 - 17:00 브레이크타임 23:00 라스트오더', '금 11:30 - 24:00 15:00 - 17:00 브레이크타임 23:00 라스트오더', '토 11:30 - 24:00 23:00 라스트오더', '일 11:30 - 24:00 23:00 라스트오더']",0507-1340-0565,0,"육류,고기요리",,,,,,
779,서울 광진구 자양번영로 62 예닮빌딩 1층,선남sea,"['월 11:30 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '화 11:30 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '수 11:30 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '목 11:30 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '금 11:30 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '토 12:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더', '일 12:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더']",0507-1365-8195,0,일식당,,,,,,
780,서울 광진구 동일로18길 23,홍야동양꼬치 훠궈무한리필,"['월 14:00 - 24:00 22:00 라스트오더', '화 정기휴무 (매주 화요일)', '수 14:00 - 24:00 22:00 라스트오더', '목 14:00 - 24:00 22:00 라스트오더', '금 14:00 - 24:00 22:00 라스트오더', '토 14:00 - 24:00 22:00 라스트오더', '일 14:00 - 24:00 22:00 라스트오더']",010-8004-0825,0,양꼬치,,,,,,
781,서울 광진구 아차산로36길 5,금하,"['월 11:30 - 22:00 15:00 - 17:00 브레이크타임', '화 11:30 - 22:00 15:00 - 17:00 브레이크타임', '수 11:30 - 22:00 15:00 - 17:00 브레이크타임', '목 11:30 - 22:00 15:00 - 17:00 브레이크타임', '금 11:30 - 22:00 15:00 - 17:00 브레이크타임', '토 11:30 - 22:00', '일 11:30 - 22:00']",02-404-8000,0,중식당,,,,,,
782,서울 광진구 동일로18길 90 1층,동북풍미양꼬치,"['월 11:30 - 24:00', '화 11:30 - 24:00', '수 정기휴무 (매주 수요일)', '목 11:30 - 24:00', '금 11:30 - 24:00', '토 11:30 - 24:00', '일 11:30 - 24:00', '생방송투데이 2432회, 19.10.15. 2019년 10월 15일  양꼬치/양갈비']",02-468-9493,0,양꼬치,,,,,,
783,서울 광진구 자양번영로 84-1,등촌샤브칼국수 자양점,['매일 11:00 - 22:30'],02-457-2564,0,"칼국수,만두",,,,,,
784,"서울 광진구 능동로 68 . 112호, 113호",유월의 보리,"['월 10:00 - 22:00 14:00 - 16:30 브레이크타임 21:00 라스트오더', '화 10:00 - 22:00 14:00 - 16:30 브레이크타임 21:00 라스트오더', '수 10:00 - 22:00 14:00 - 16:30 브레이크타임 21:00 라스트오더', '목 10:00 - 22:00 14:00 - 16:30 브레이크타임 21:00 라스트오더', '금 10:00 - 22:00 14:00 - 16:30 브레이크타임 21:00 라스트오더', '토 10:00 - 22:00 21:00 라스트오더', '일 10:00 - 22:00 21:00 라스트오더']",0507-1376-3535,0,한식,,,,,,
785,서울 광진구 능동로 92 10층,해초섬 롯데백화점 건대스타시티점,['매일 11:00 - 20:30 19:50 라스트오더'],02-2218-3965,0,"해물,생선요리",,,,,,
786,서울 광진구 아차산로 358 영주빌딩,일품대가삼계탕,"['월 11:00 - 21:30 21:00 라스트오더', '화 11:00 - 21:30 21:00 라스트오더', '수 11:00 - 21:30 21:00 라스트오더', '목 11:00 - 21:30 21:00 라스트오더', '금 11:00 - 21:30 21:00 라스트오더', '토 11:00 - 21:30 21:00 라스트오더', '일 11:00 - 21:30 21:00 라스트오더']",02-444-2081,0,"백숙,삼계탕",,,,,,
787,서울 광진구 아차산로 355,송쉐프 구의점,"['월 11:00 - 21:30 15:00 - 17:00 브레이크타임 21:00 라스트오더', '화 11:00 - 21:30 15:00 - 17:00 브레이크타임 21:00 라스트오더', '수 11:00 - 21:30 15:00 - 17:00 브레이크타임 21:00 라스트오더', '목 11:00 - 21:30 15:00 - 17:00 브레이크타임 21:00 라스트오더', '금 11:00 - 21:30 15:00 - 17:00 브레이크타임 21:00 라스트오더', '토 11:00 - 21:30 21:00 라스트오더', '일 11:00 - 21:30 21:00 라스트오더']",02-446-6000,0,중식당,,,,,,
790,"서울 광진구 자양번영로 60 -1,",우성식당,"['매일 09:00 - 22:30', '식객허영만의백반기행 38회, 20.02.14. 2020년 2월 14일  양념삼치구이/대구탕', '']",02-453-4636,0,기사식당,,,,,,
792,서울 광진구 자양로13길 60 1층 로꼬브리또,로꼬브리또 자양점,"['월 11:00 - 23:00', '화 11:00 - 23:00', '수 11:00 - 23:00', '목 11:00 - 23:00', '금 11:00 - 23:00', '토 12:00 - 22:00', '일 12:00 - 22:00']",02-456-8881,0,"멕시코,남미음식",,,,,,
793,서울 광진구 아차산로 350,삼백집 건대점,"['월 07:00 - 21:30 21:00 라스트오더', '화 07:00 - 21:30 21:00 라스트오더', '수 07:00 - 21:30 21:00 라스트오더', '목 07:00 - 21:30 21:00 라스트오더', '금 07:00 - 21:30 21:00 라스트오더', '토 07:00 - 21:30 21:00 라스트오더', '일 07:00 - 21:30 21:00 라스트오더']",02-444-1991,0,국밥,,,,,,
794,서울 광진구 아차산로 305 동화빌딩,옛맛서울불고기,"['월 11:30 - 21:00 20:30 라스트오더', '화 11:30 - 21:00 20:30 라스트오더', '수 11:30 - 21:00 20:30 라스트오더', '목 11:30 - 21:00 20:30 라스트오더', '금 11:30 - 21:00 20:30 라스트오더', '토 11:30 - 21:00 20:30 라스트오더', '일 정기휴무 (매주 일요일)']",02-453-8889,0,"육류,고기요리",,,,,,
795,서울 광진구 아차산로 272 스타시티몰 지하 1층,코코이찌방야 건대스타시티점,['매일 11:00 - 22:00 21:15 라스트오더'],02-2024-8855,0,카레,,,,,,
796,서울 광진구 아차산로 272 스타시티 지하1층,미스터순두부보쌈,"['월 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더', '화 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더', '수 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더', '목 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더', '금 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더', '토 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더', '일 10:40 - 21:00 16:00 - 17:00 브레이크타임 20:10 라스트오더']",02-2024-1424,0,두부요리,,,,,,
797,서울 광진구 자양번영로 33 1층 할머니추어탕,할머니추어탕 자양점,['매일 10:00 - 22:00 21:20 라스트오더'],02-458-8808,0,추어탕,,,,,,
798,서울 광진구 아차산로 309,원조자양감자탕,"['매일 08:00 - 24:00', '생방송투데이 3005회, 22.03.11. 2022년 3월 11일  뼈해장국']",02-444-5281,0,감자탕,,,,,,
799,서울 광진구 능동로 68,동춘돌곱창 자양점,"['월 정기휴무 (매주 월요일)', '화 16:00 - 24:00 22:30 라스트오더', '수 16:00 - 24:00 22:30 라스트오더', '목 16:00 - 24:00 22:30 라스트오더', '금 16:00 - 24:00 22:30 라스트오더', '토 16:00 - 24:00 22:30 라스트오더', '일 16:00 - 23:30 22:00 라스트오더']",02-444-0004,0,"곱창,막창,양",,,,,,
800,서울 광진구 아차산로 224,백미원 건대점,['매일 10:00 - 23:30'],02-3409-8858,0,중식당,,,,,,
801,서울 광진구 아차산로 297 1층,트라타 건국대점,['매일 11:00 - 24:00 15:00 - 17:00 브레이크타임'],02-444-9612,0,"멕시코,남미음식",,,,,,
802,서울 광진구 동일로 82 1층,박달박가네숯불껍데기 건대점,"['월 14:00 - 23:30 22:30 라스트오더', '화 14:00 - 23:30 22:30 라스트오더', '수 14:00 - 23:30 22:30 라스트오더', '목 14:00 - 23:30 22:30 라스트오더', '금 14:00 - 23:30 22:30 라스트오더', '토 14:00 - 23:30 22:30 라스트오더', '일 14:00 - 23:30 22:30 라스트오더']",0507-1340-4708,0,"육류,고기요리",,,,,,
803,서울 광진구 뚝섬로 590 아주빌딩 1층,호니도니 자양점,['매일 11:00 - 24:00 15:00 - 16:00 브레이크타임 23:30 라스트오더'],02-452-5294,0,돈가스,,,,,,
804,서울 광진구 자양로13길 26 1층,오감만족,"['월(4/1) 정기휴무 (매달 1, 3번째 월요일)', '화 17:00 - 02:00', '수 17:00 - 02:00', '목 17:00 - 02:00', '금 17:00 - 02:00', '토 17:00 - 02:00', '일 17:00 - 02:00', '매달 1, 3번째 월요일 정기 휴무']",0507-1300-4123,0,한식,,,,,,
